region,channel,service_type,plan_type,customer_type,address_verified,network_available,inventory_available,credit_check_passed,installation_required,monthly_charge,previous_failed_orders,order_result
North,Store,5G,Premium,Existing,1,1,1,1,0,176.03920061341452,2,0
North,Online,5G,Standard,Existing,1,1,1,1,1,80.12186749481967,1,0
South,Online,DSL,Basic,New,1,0,1,1,0,124.43840067556943,0,0
East,Store,5G,Basic,Existing,1,1,1,1,0,157.86404189411115,0,0
East,Online,Fiber,Standard,New,1,1,1,1,1,188.34633056126384,0,0
South,Store,DSL,Premium,Existing,1,0,1,1,0,45.299736296263134,0,0
South,Online,DSL,Standard,New,1,1,1,1,0,164.20817473933693,2,0
East,Phone,DSL,Premium,Existing,1,1,1,1,0,79.22671192145242,0,0
East,Phone,5G,Premium,Existing,1,1,1,1,0,174.2991309370208,1,0
West,Phone,Fiber,Standard,Existing,1,1,1,1,0,63.617009653034096,5,0
West,Phone,DSL,Standard,New,1,1,1,1,0,147.09243481352468,0,0
South,Phone,DSL,Premium,Existing,1,1,1,1,0,158.2485071991643,1,0
West,Store,5G,Premium,Existing,0,1,1,1,1,123.21016440681274,3,0
North,Phone,Fiber,Premium,Existing,0,1,0,1,0,95.11235656754573,0,0
West,Phone,DSL,Premium,New,1,1,1,0,0,65.18069534791643,0,0
West,Phone,5G,Standard,Existing,1,0,0,1,0,56.789938989095404,0,1
North,Phone,DSL,Basic,New,1,0,1,1,1,160.90339605477124,0,0
South,Online,5G,Basic,New,1,1,1,1,1,49.61193631950428,2,0
North,Phone,Fiber,Premium,New,1,1,1,1,0,133.2184155008062,0,0
West,Phone,5G,Basic,New,1,0,1,1,0,44.62728367529033,0,0
South,Store,DSL,Basic,New,1,1,1,1,1,113.74321597507097,0,0
West,Online,DSL,Basic,Existing,1,1,1,1,1,62.134773499563316,1,0
North,Store,5G,Basic,New,0,1,0,1,1,144.10793299046105,0,0
North,Phone,Fiber,Basic,Existing,1,1,1,1,0,79.2103132263591,1,0
West,Store,Fiber,Basic,Existing,1,1,0,1,0,96.06709735280388,0,0
East,Store,DSL,Premium,New,1,1,1,1,1,161.63236719398526,3,0
East,Phone,DSL,Premium,New,1,1,1,1,0,136.5856776139696,0,0
North,Online,5G,Premium,New,1,1,1,0,0,155.71392042964055,0,0
North,Online,5G,Standard,Existing,1,1,1,0,0,151.4293008879918,0,0
East,Store,5G,Basic,Existing,0,1,1,1,1,182.42180564432755,1,0
East,Phone,Fiber,Basic,Existing,1,1,1,1,0,164.88275903941818,0,0
West,Store,Fiber,Standard,Existing,1,1,1,1,0,157.05713102420995,0,0
West,Store,DSL,Basic,Existing,1,0,1,1,1,50.84739870040252,1,0
East,Store,DSL,Premium,Existing,1,1,1,1,0,58.48768817989143,1,0
West,Phone,DSL,Premium,Existing,1,1,1,1,0,126.85964687217495,0,0
West,Phone,5G,Standard,Existing,1,1,0,1,0,93.08165993218465,3,0
South,Online,Fiber,Premium,Existing,1,1,1,1,1,121.75905248504641,0,0
West,Phone,DSL,Standard,New,1,1,1,1,1,156.62036872714063,0,0
North,Store,DSL,Premium,Existing,1,1,0,1,1,92.02794625073663,1,0
West,Store,DSL,Basic,New,1,1,1,1,0,178.06398727487985,0,0
West,Online,DSL,Premium,New,1,1,1,1,0,108.68405334753635,1,0
East,Phone,DSL,Standard,Existing,1,1,1,1,0,92.93104225407671,1,0
North,Store,DSL,Basic,Existing,1,1,1,0,1,121.96933477462075,0,0
West,Online,Fiber,Standard,Existing,0,1,0,1,1,122.00281139964234,3,1
West,Online,DSL,Basic,Existing,1,1,1,1,0,177.36635829645587,1,0
South,Store,Fiber,Basic,Existing,1,1,1,1,0,70.58378797411807,0,0
West,Store,5G,Premium,Existing,1,1,1,1,1,123.00285833112434,0,0
West,Phone,Fiber,Premium,New,0,1,1,1,0,169.82477786198982,0,0
South,Online,5G,Basic,New,1,0,1,0,1,146.8928728664248,0,1
East,Store,Fiber,Premium,Existing,1,1,1,1,0,129.04729957565706,1,0
West,Online,Fiber,Premium,New,1,1,1,1,1,175.95225814844517,0,0
South,Phone,DSL,Standard,New,1,1,1,1,1,163.7294695906908,1,0
North,Store,Fiber,Premium,New,1,1,1,1,1,50.089203953020274,0,0
East,Phone,Fiber,Basic,New,1,1,0,1,1,111.71425664399777,1,0
North,Online,DSL,Premium,New,0,1,1,1,1,152.66791398480152,0,0
North,Phone,5G,Basic,New,0,1,1,1,0,142.35309769761525,0,0
South,Phone,DSL,Basic,Existing,1,1,1,1,0,94.06155034663541,1,0
West,Online,DSL,Standard,New,0,1,1,1,1,110.21703646402086,0,0
South,Phone,DSL,Basic,New,1,0,1,1,1,121.1932408060509,1,0
South,Online,5G,Basic,New,1,1,1,0,0,108.55113365146855,1,0
South,Store,Fiber,Standard,New,1,1,1,1,0,158.67450989927846,0,0
South,Online,Fiber,Basic,Existing,1,0,1,1,1,118.73302547998911,0,0
East,Online,DSL,Standard,New,1,1,1,1,0,167.62624222813105,0,0
West,Store,DSL,Basic,Existing,0,1,1,1,1,112.47541051624323,1,0
North,Online,Fiber,Premium,New,1,1,1,1,1,46.68461095323059,0,0
North,Store,Fiber,Standard,Existing,1,1,1,1,1,177.47560942189676,0,0
West,Store,Fiber,Standard,New,1,1,1,1,0,157.38870530716898,1,0
North,Online,5G,Basic,New,1,1,1,1,1,67.53348617744103,0,0
West,Phone,5G,Standard,New,1,1,1,0,0,94.63447893349498,0,0
North,Phone,DSL,Basic,Existing,1,1,0,1,1,50.343949669532435,0,0
South,Store,5G,Standard,Existing,0,1,0,0,1,116.9337803316482,0,1
North,Phone,DSL,Standard,Existing,0,1,1,1,1,113.09707458678625,1,0
West,Phone,Fiber,Premium,Existing,1,1,1,1,0,68.94846178901994,1,0
West,Online,Fiber,Basic,New,1,1,1,1,0,69.65410950833368,0,0
West,Store,DSL,Premium,New,1,1,1,1,0,79.17861665137339,1,0
West,Store,Fiber,Standard,Existing,1,1,1,1,0,153.4716642571995,0,0
West,Online,DSL,Basic,New,1,1,1,1,0,92.37331896354834,1,0
East,Phone,DSL,Premium,New,0,1,1,1,0,132.80124266990006,1,0
East,Store,DSL,Standard,New,1,1,1,0,1,78.36065814518314,0,0
North,Phone,5G,Premium,Existing,1,1,0,1,0,177.6598242464354,2,0
West,Store,DSL,Standard,Existing,1,1,1,1,0,151.0818415931608,1,0
North,Store,DSL,Standard,New,1,0,1,1,0,198.09757572396683,0,0
West,Store,DSL,Basic,Existing,1,1,1,1,1,178.88724139451864,0,0
West,Store,5G,Basic,Existing,1,1,1,1,0,61.582816282368746,0,0
East,Phone,Fiber,Basic,Existing,0,0,1,1,1,153.0205704664855,0,1
East,Phone,5G,Standard,Existing,1,1,1,1,1,85.6624751623172,0,0
South,Phone,DSL,Premium,New,1,1,1,1,1,135.1448607641945,0,0
East,Phone,5G,Basic,Existing,1,1,1,1,1,143.59534482733545,0,0
South,Online,Fiber,Basic,Existing,1,1,1,1,0,160.49856091360385,2,0
South,Store,Fiber,Basic,New,1,1,1,1,0,121.34936442361865,1,0
South,Store,DSL,Basic,Existing,1,1,1,1,0,99.77413100921866,1,0
South,Store,Fiber,Standard,New,1,1,0,1,0,191.2404642532772,2,0
South,Online,5G,Premium,New,1,1,1,1,1,93.62884806349206,1,0
North,Phone,5G,Standard,Existing,1,1,1,1,1,86.89549583522478,1,0
East,Store,Fiber,Standard,New,0,1,1,1,0,90.11716902700088,0,0
South,Phone,DSL,Standard,New,1,1,1,1,1,171.9137600190501,0,0
West,Phone,DSL,Basic,Existing,1,1,0,1,1,141.56410136580462,1,0
East,Online,5G,Premium,Existing,1,1,1,1,0,69.47701253429307,0,0
East,Online,Fiber,Standard,Existing,1,1,1,1,1,71.22430127363116,1,0
South,Phone,5G,Standard,New,1,1,1,1,0,57.89872586503389,0,0
North,Store,5G,Standard,New,1,0,1,1,0,107.1247054668537,2,1
South,Store,5G,Basic,New,0,1,1,1,1,116.25758440212628,0,0
North,Online,DSL,Basic,New,1,1,1,1,0,96.11378983535698,0,0
West,Online,Fiber,Standard,New,1,1,1,1,0,102.89784640753494,3,0
East,Online,Fiber,Basic,New,1,1,1,1,1,137.648954682123,0,0
West,Online,DSL,Premium,Existing,1,1,1,1,0,127.55279572249879,0,0
North,Online,5G,Basic,New,0,1,0,0,0,110.20195183519368,0,1
North,Online,5G,Standard,New,1,0,0,1,0,119.41944954526163,0,1
West,Online,DSL,Premium,Existing,1,1,1,1,1,166.82292050146762,0,0
North,Store,Fiber,Basic,New,1,1,1,1,0,122.57211066901189,1,0
West,Online,DSL,Standard,New,1,1,1,1,0,193.24320783457568,2,0
East,Online,Fiber,Premium,New,1,1,1,1,0,128.40070323572593,0,0
West,Store,Fiber,Premium,Existing,1,1,1,1,1,92.33899059194937,0,0
East,Store,Fiber,Premium,Existing,1,1,1,1,0,190.974471288382,1,0
West,Phone,5G,Basic,Existing,1,1,1,1,1,55.693438433265484,2,0
North,Online,5G,Premium,Existing,1,1,0,1,1,179.73478194786327,0,0
West,Online,DSL,Basic,New,1,1,1,1,0,59.544809431284094,3,0
North,Online,DSL,Standard,New,1,1,1,1,1,142.7679001430194,1,0
West,Online,5G,Basic,Existing,1,1,1,1,1,182.17335076306912,1,0
West,Phone,DSL,Basic,New,1,1,0,1,1,56.995131029497976,1,0
South,Store,5G,Standard,New,1,1,1,1,0,199.9276485689847,2,0
North,Store,5G,Basic,New,1,1,1,1,0,117.10216325501162,0,0
South,Online,Fiber,Basic,Existing,1,1,1,1,0,118.47633883004497,0,0
North,Online,Fiber,Standard,New,1,1,1,1,1,94.85758664011718,0,0
South,Online,5G,Premium,Existing,1,1,1,1,1,103.20510489439181,0,0
East,Phone,Fiber,Standard,New,0,1,1,1,1,112.83379225784331,0,0
West,Phone,5G,Premium,New,1,1,1,1,1,68.67443898292713,0,0
North,Store,Fiber,Basic,Existing,1,1,1,1,0,117.78879223212502,1,0
North,Online,DSL,Standard,Existing,1,1,1,1,0,135.49875806812423,0,0
West,Online,DSL,Premium,New,1,1,0,1,1,44.08663932854046,1,0
North,Online,5G,Basic,Existing,1,1,1,1,0,159.185482197621,0,0
North,Online,5G,Basic,Existing,1,1,1,0,0,129.78827049490693,1,0
South,Phone,Fiber,Basic,New,1,1,0,1,0,57.542448507265945,0,0
North,Store,Fiber,Premium,Existing,1,1,0,0,0,174.82965304243203,0,1
East,Store,5G,Premium,Existing,0,1,1,1,0,119.48369190913441,0,0
East,Phone,DSL,Premium,Existing,1,1,1,1,0,108.06852174692871,2,0
West,Online,DSL,Basic,Existing,1,1,0,1,1,101.30497166201629,0,0
North,Store,5G,Premium,Existing,1,1,1,1,0,165.561594694902,0,0
West,Store,DSL,Standard,Existing,1,1,1,1,0,52.95633076423137,0,0
East,Phone,5G,Premium,New,0,0,0,1,0,152.87061330952355,0,1
North,Online,Fiber,Premium,Existing,1,1,1,1,0,141.94035664054041,2,0
North,Store,DSL,Basic,Existing,1,1,1,1,0,107.74146968378808,1,0
West,Online,DSL,Standard,New,1,1,1,0,1,192.21975496096465,0,0
East,Store,Fiber,Standard,Existing,0,1,1,1,1,128.11525844415712,0,0
North,Phone,Fiber,Standard,Existing,0,1,1,1,0,135.32477348295936,0,0
West,Online,DSL,Premium,New,1,1,1,1,0,162.09777232235035,1,0
East,Phone,DSL,Basic,New,1,1,1,1,0,140.0528242023346,0,0
West,Store,5G,Premium,Existing,1,1,0,1,0,174.86123832732008,0,0
South,Phone,5G,Basic,Existing,1,1,0,1,1,76.63064343335776,1,0
North,Phone,DSL,Standard,New,1,1,0,1,0,165.71970022351863,0,0
South,Phone,5G,Premium,Existing,1,1,1,1,0,50.17329149396515,1,0
East,Store,Fiber,Basic,Existing,0,1,1,1,1,149.3196949247809,0,0
South,Online,5G,Premium,New,1,1,1,1,0,197.66288176299514,0,0
South,Phone,5G,Basic,New,1,1,1,1,1,149.98251500980882,0,0
East,Online,DSL,Standard,New,1,1,1,1,1,92.73898733814664,0,0
West,Store,5G,Premium,Existing,0,1,0,1,0,121.04501999063784,0,0
South,Online,DSL,Standard,New,1,1,1,1,0,198.85097412695768,1,0
West,Phone,DSL,Premium,Existing,0,1,1,1,1,116.6250642898467,0,0
South,Phone,DSL,Premium,New,1,1,1,1,0,166.0452832587585,2,0
West,Phone,Fiber,Basic,New,1,0,1,1,1,69.17111952535058,3,1
East,Phone,5G,Basic,Existing,1,1,1,1,1,174.53648516608237,0,0
South,Phone,5G,Basic,New,1,0,1,1,0,68.21579060054447,1,0
East,Phone,5G,Standard,Existing,1,1,1,1,0,198.98286923954385,0,0
South,Store,DSL,Standard,Existing,0,1,1,1,0,57.247967164661716,0,0
East,Store,Fiber,Premium,Existing,1,1,1,1,1,101.06123414111906,1,0
East,Store,DSL,Basic,Existing,1,1,1,1,0,152.38028622216103,0,0
South,Online,5G,Standard,Existing,1,1,1,1,0,159.22192060426113,0,0
South,Online,DSL,Premium,New,1,1,1,1,0,89.01120819933952,0,0
South,Store,DSL,Standard,New,1,1,0,1,1,135.69669242079704,0,0
North,Online,5G,Premium,Existing,1,1,1,1,1,53.60831387131402,1,0
West,Online,DSL,Basic,Existing,1,1,1,1,0,45.72566196001331,0,0
North,Phone,DSL,Premium,Existing,1,1,1,1,1,61.991448189391974,1,0
North,Phone,Fiber,Premium,Existing,1,0,1,1,1,103.50157421816215,1,0
East,Online,DSL,Basic,New,1,1,1,1,1,118.19261019936297,1,0
South,Online,Fiber,Basic,New,1,1,1,1,1,55.85407273112715,0,0
West,Store,5G,Premium,New,1,1,0,1,1,110.34786564929958,0,0
East,Online,Fiber,Standard,New,0,1,1,1,0,185.68531147379917,1,0
North,Phone,DSL,Basic,New,0,1,1,1,1,135.08380768778375,1,0
South,Online,5G,Premium,New,1,1,1,1,0,89.27638063084447,1,0
East,Store,DSL,Basic,Existing,1,1,1,1,1,70.10155701537556,2,0
South,Phone,DSL,Basic,New,1,1,1,0,1,121.99262558816812,1,0
East,Phone,Fiber,Standard,New,1,0,1,1,1,78.39405926777523,1,0
South,Phone,DSL,Basic,Existing,1,1,1,1,0,190.81317262962386,1,0
North,Phone,Fiber,Premium,Existing,1,1,1,1,1,92.39109378508878,0,0
West,Online,5G,Premium,Existing,1,1,1,1,0,47.21641674884707,0,0
North,Store,5G,Basic,Existing,1,1,1,1,0,165.37384391211134,0,0
West,Online,DSL,Basic,Existing,0,1,1,1,0,166.62622212616267,0,0
South,Online,Fiber,Standard,New,1,1,0,1,0,182.42719942383337,1,0
East,Phone,DSL,Standard,Existing,1,1,0,1,0,171.07242234760915,2,0
North,Store,DSL,Standard,Existing,1,1,1,1,0,87.52970169603745,1,0
West,Phone,DSL,Premium,Existing,0,1,1,1,0,161.91728800916474,2,0
North,Online,DSL,Standard,New,0,1,0,0,1,177.32345080523902,1,1
West,Online,Fiber,Premium,Existing,1,1,1,1,1,175.27876802598269,0,0
North,Phone,DSL,Standard,Existing,1,1,1,1,0,112.74214825572321,2,0
West,Online,5G,Premium,New,1,1,1,1,1,152.42004570515155,4,0
West,Online,Fiber,Basic,Existing,1,1,1,0,0,188.73716785878747,1,0
South,Phone,DSL,Premium,New,1,1,0,1,1,140.09012931774618,2,0
West,Online,Fiber,Basic,New,1,1,1,0,1,91.45711897316104,0,0
South,Store,DSL,Premium,Existing,1,1,1,1,1,52.92169168897226,1,0
West,Phone,5G,Premium,New,1,1,1,1,1,57.89644430151134,0,0
East,Store,5G,Basic,Existing,1,1,1,1,1,116.8643097227882,1,0
East,Online,5G,Premium,Existing,1,1,1,1,1,136.7833749344851,0,0
East,Online,Fiber,Premium,Existing,1,1,1,1,1,68.65911713182291,0,0
West,Phone,5G,Standard,New,0,1,1,1,0,70.02073128837445,1,0
South,Online,DSL,Basic,New,1,0,1,1,1,58.58516628572808,0,0
South,Phone,DSL,Basic,New,1,1,1,1,0,90.93932111972556,1,0
West,Phone,DSL,Standard,New,1,0,1,1,0,132.6501585494449,1,0
East,Phone,Fiber,Standard,New,1,1,1,1,0,149.70799200945058,0,0
East,Phone,Fiber,Basic,Existing,1,1,1,1,0,185.7210725812021,0,0
South,Phone,5G,Basic,Existing,1,1,0,1,0,135.46487967262723,1,0
East,Store,Fiber,Basic,Existing,1,1,1,1,0,76.97810770665467,0,0
North,Phone,DSL,Standard,New,1,1,1,1,0,156.37984475751693,0,0
South,Store,DSL,Standard,New,0,1,0,1,0,182.90865298458317,0,0
East,Online,DSL,Premium,New,0,1,1,1,1,73.56682724778526,1,0
South,Phone,Fiber,Standard,Existing,0,1,1,1,0,163.7633589895721,2,0
North,Online,DSL,Premium,Existing,0,0,1,1,1,169.1043024281645,0,1
South,Phone,5G,Premium,New,1,0,1,1,1,89.02100869260553,1,0
South,Store,Fiber,Standard,Existing,1,1,1,1,1,120.02453647703605,0,0
South,Store,DSL,Standard,New,0,1,1,0,0,106.43187544743077,2,1
South,Store,DSL,Standard,Existing,1,1,1,1,0,80.07008664026026,0,0
North,Online,Fiber,Standard,New,1,1,0,1,0,122.4730723074851,1,0
West,Phone,Fiber,Basic,New,1,1,1,1,1,179.92230728203918,1,0
South,Online,5G,Standard,Existing,1,1,1,1,1,51.391192569052926,1,0
South,Store,Fiber,Premium,Existing,1,1,1,1,1,185.83109686178065,0,0
East,Online,DSL,Premium,New,1,1,0,1,0,48.84616218036088,0,0
South,Store,5G,Basic,Existing,1,0,1,1,1,111.38157443188278,0,0
East,Store,DSL,Basic,Existing,1,1,1,1,0,44.25901204113817,0,0
West,Store,DSL,Standard,Existing,0,1,1,1,0,155.66155906075048,0,0
North,Phone,DSL,Basic,New,1,1,1,1,0,58.06929763843526,0,0
North,Phone,Fiber,Standard,Existing,1,1,1,1,1,173.6395574788964,1,0
West,Store,Fiber,Standard,Existing,1,1,1,1,0,183.7227559065658,0,0
North,Online,DSL,Basic,Existing,1,1,1,1,1,104.51089578869548,0,0
West,Online,Fiber,Basic,Existing,1,0,1,1,0,197.7484376531596,0,0
West,Phone,DSL,Premium,New,0,1,1,0,1,103.57975472996489,0,1
West,Store,Fiber,Basic,New,1,0,1,1,0,113.1804818414089,2,1
North,Online,Fiber,Basic,New,1,1,1,1,0,107.11301012086773,2,0
East,Store,Fiber,Basic,Existing,1,0,1,1,0,127.14383742182379,1,0
West,Online,5G,Premium,New,1,1,0,1,0,187.14147306750073,1,0
South,Phone,Fiber,Standard,Existing,1,1,0,1,1,57.25977460265959,0,0
North,Store,5G,Premium,New,1,1,0,1,0,103.112811465741,1,0
West,Store,5G,Basic,New,1,1,1,1,0,97.07076014147083,2,0
West,Online,5G,Basic,Existing,1,1,1,1,0,55.985483813758954,0,0
South,Online,DSL,Basic,Existing,1,1,0,1,1,164.13613281747848,1,0
East,Online,Fiber,Standard,Existing,1,1,1,1,0,62.16148426959221,1,0
East,Store,DSL,Premium,New,1,0,1,1,0,47.48566797499375,0,0
East,Phone,5G,Premium,Existing,1,1,1,1,1,195.7759800795686,0,0
West,Phone,Fiber,Standard,Existing,0,1,0,1,0,151.5647176991905,1,0
West,Online,DSL,Premium,Existing,1,1,1,1,0,156.7564650910717,1,0
West,Phone,5G,Standard,New,1,1,1,1,0,132.0068354157654,0,0
North,Online,DSL,Standard,Existing,1,1,1,1,0,67.41471535092404,1,0
South,Phone,DSL,Premium,New,1,1,1,1,1,125.44264257929862,1,0
West,Store,Fiber,Premium,New,1,1,1,1,1,164.27639598255695,0,0
South,Online,Fiber,Standard,Existing,1,1,1,0,0,153.35765374814883,0,0
South,Phone,DSL,Premium,Existing,1,1,1,1,1,142.68821490395501,0,0
East,Store,Fiber,Standard,Existing,1,0,1,1,0,53.16510160894089,1,0
North,Phone,Fiber,Premium,Existing,1,1,1,1,0,143.6126934978342,0,0
West,Store,DSL,Premium,New,1,1,1,1,0,50.74850443208845,0,0
East,Store,Fiber,Premium,Existing,1,1,1,1,0,186.83016818110164,0,0
East,Phone,Fiber,Premium,Existing,1,1,1,1,1,176.67608626723467,0,0
West,Phone,5G,Premium,New,1,1,1,1,1,43.739021141310346,3,0
South,Store,Fiber,Basic,New,1,1,0,1,1,74.21358651461298,0,0
East,Store,5G,Basic,Existing,1,1,1,1,0,131.07809238686542,1,0
South,Store,DSL,Premium,Existing,0,1,1,1,1,47.18309445777733,0,0
North,Online,5G,Premium,Existing,1,0,1,1,0,185.5562081464244,2,1
South,Store,DSL,Premium,Existing,1,1,1,1,0,183.79265859061667,0,0
North,Online,Fiber,Standard,Existing,1,1,1,1,0,67.05143520326061,0,0
South,Store,Fiber,Basic,New,1,1,1,1,1,187.2855242050691,0,0
East,Online,5G,Standard,New,1,1,1,1,0,152.4895331778646,3,0
East,Store,DSL,Basic,New,1,1,1,1,0,113.90771475966932,1,0
North,Store,Fiber,Basic,Existing,1,1,1,1,0,113.49089855822749,0,0
West,Store,5G,Premium,Existing,0,1,1,1,1,90.37814279725238,1,0
North,Phone,5G,Premium,Existing,1,1,0,1,0,133.72003907132796,1,0
North,Phone,5G,Standard,Existing,1,1,1,1,0,136.26858612554295,1,0
South,Store,Fiber,Standard,New,1,1,1,1,0,67.22646456103101,0,0
South,Online,DSL,Premium,New,1,1,1,1,0,117.41782640033176,1,0
North,Online,Fiber,Premium,Existing,1,1,1,1,1,57.65766580828142,1,0
East,Store,Fiber,Basic,Existing,1,1,1,1,1,163.68789518624135,0,0
South,Phone,DSL,Basic,Existing,1,1,1,1,0,167.22820125999954,1,0
West,Online,5G,Premium,New,1,1,1,1,0,176.891782915489,0,0
South,Phone,Fiber,Basic,New,1,0,1,1,0,47.24470380861266,1,0
South,Online,5G,Standard,Existing,1,1,0,1,1,146.60548040814598,1,0
West,Store,5G,Basic,Existing,1,1,1,1,0,180.1365415920352,1,0
North,Phone,DSL,Premium,New,1,1,0,1,0,93.64811810537296,0,0
West,Online,DSL,Basic,Existing,1,1,1,1,1,166.7664056898637,0,0
North,Store,DSL,Premium,New,1,1,0,1,0,40.913934526573485,1,0
North,Store,5G,Basic,Existing,1,1,1,1,1,146.4448971490292,0,0
North,Store,5G,Standard,New,1,1,1,1,0,78.5098170814027,0,0
West,Phone,Fiber,Standard,Existing,1,1,1,1,1,52.50972797938638,0,0
North,Phone,5G,Premium,New,1,1,0,1,0,120.03420253787147,0,0
East,Store,DSL,Premium,New,1,1,1,1,0,98.65009106952937,1,0
West,Phone,DSL,Premium,Existing,1,1,1,1,1,135.46229141314944,1,0
East,Online,DSL,Basic,New,1,1,1,1,0,176.98730073556607,3,0
North,Store,DSL,Basic,Existing,1,1,1,1,0,102.72668499889303,0,0
South,Store,5G,Basic,New,0,1,1,1,0,188.27677669316648,4,0
North,Phone,DSL,Standard,Existing,0,1,1,1,0,82.95787086894103,1,0
East,Store,Fiber,Premium,Existing,1,1,1,1,1,164.46738056404888,3,0
East,Online,5G,Basic,New,1,1,1,1,1,142.5037603410747,2,0
West,Phone,DSL,Standard,Existing,1,0,1,1,1,122.43710899726378,0,0
South,Phone,Fiber,Premium,Existing,1,0,1,1,0,111.88764304374291,0,0
West,Store,DSL,Standard,Existing,0,1,1,1,1,186.17837703734796,1,0
East,Store,5G,Premium,Existing,1,1,1,1,0,143.7396573905969,2,0
North,Store,5G,Basic,New,1,1,1,1,1,97.78255124897869,1,0
South,Phone,Fiber,Standard,New,1,1,1,0,1,128.35424900322218,1,0
North,Store,5G,Standard,Existing,1,1,1,1,1,128.19961612155248,0,0
North,Online,Fiber,Standard,New,1,1,1,1,0,180.3187454565066,0,0
South,Store,DSL,Premium,Existing,1,1,1,1,0,46.65175124366259,1,0
West,Store,5G,Premium,Existing,1,1,1,1,0,110.52699858146653,1,0
North,Phone,DSL,Standard,Existing,1,1,1,1,1,121.62039309540378,0,0
East,Store,DSL,Premium,New,0,1,1,1,0,64.31374666467161,1,0
North,Phone,5G,Standard,Existing,1,1,1,1,1,40.1252452669501,1,0
South,Store,DSL,Basic,Existing,1,1,0,1,0,40.34177201354785,0,0
South,Online,Fiber,Standard,New,1,1,1,1,0,197.49803785958164,1,0
South,Online,Fiber,Standard,Existing,1,1,0,1,0,52.144439589289355,0,0
West,Phone,Fiber,Premium,New,0,1,1,1,0,54.43647959359035,1,0
North,Phone,5G,Premium,New,1,1,1,1,1,59.88304048291903,1,0
West,Store,DSL,Premium,New,1,1,1,1,1,198.20044469679792,1,0
West,Store,DSL,Basic,Existing,1,1,1,1,0,159.1429650653791,1,0
South,Online,DSL,Basic,Existing,1,1,0,1,1,105.38762968014396,0,0
South,Store,DSL,Basic,Existing,1,1,0,0,0,197.9270072173952,2,1
West,Online,Fiber,Premium,Existing,1,1,0,1,1,129.6588809484572,3,0
North,Phone,5G,Standard,Existing,1,1,1,1,1,169.12299465453395,1,0
East,Store,Fiber,Standard,Existing,1,1,1,1,0,52.09374183820303,1,0
West,Phone,Fiber,Standard,Existing,1,1,1,1,0,190.29206488839347,2,0
North,Store,5G,Premium,Existing,1,1,1,1,0,192.40324498274373,2,0
South,Online,5G,Premium,Existing,1,1,1,1,0,178.16675070274226,2,0
South,Phone,Fiber,Basic,Existing,1,1,0,1,0,65.76668744091974,2,0
North,Phone,DSL,Premium,Existing,1,1,1,1,0,40.52624865126758,1,0
East,Store,5G,Standard,Existing,1,1,1,1,0,183.75736050562094,0,0
South,Phone,5G,Basic,New,1,0,1,1,1,89.1392479028807,1,0
South,Online,Fiber,Basic,New,1,1,1,1,0,98.0830760434762,2,0
South,Phone,DSL,Premium,Existing,1,1,1,1,0,115.2513182162952,0,0
North,Phone,5G,Basic,Existing,1,1,1,1,0,90.82325195555804,0,0
West,Store,Fiber,Basic,New,1,0,1,1,0,135.16617283045045,2,1
South,Phone,5G,Premium,New,0,1,1,1,0,104.54792282817685,0,0
West,Store,DSL,Basic,Existing,1,1,1,1,1,157.0789118306966,0,0
East,Store,Fiber,Standard,Existing,1,1,1,1,1,45.10492938639608,2,0
South,Phone,Fiber,Premium,Existing,1,0,0,1,0,72.80944427844504,0,1
South,Online,DSL,Standard,Existing,1,1,0,1,0,186.34967066008835,1,0
East,Store,Fiber,Standard,Existing,1,1,1,1,0,47.24086678060303,0,0
South,Phone,DSL,Standard,New,1,0,1,1,1,116.39543672468052,0,0
West,Store,Fiber,Standard,Existing,1,1,1,1,0,69.02449278522889,1,0
North,Online,DSL,Basic,New,1,1,0,1,0,164.62307907454908,2,0
West,Online,5G,Basic,New,1,1,1,1,0,123.15398043043609,1,0
North,Store,5G,Premium,Existing,0,1,1,1,1,154.9933332639499,0,0
North,Online,5G,Premium,Existing,1,1,1,1,0,172.7178890428088,0,0
West,Phone,Fiber,Standard,New,0,1,1,0,0,160.17439900912004,0,1
West,Phone,DSL,Standard,Existing,1,1,1,1,0,105.4641125957903,1,0
West,Store,DSL,Premium,New,1,1,1,1,1,112.81750024252757,0,0
West,Online,5G,Premium,New,0,1,1,1,1,144.80083655829725,1,0
East,Phone,5G,Premium,Existing,1,1,1,1,0,159.70565674280758,1,0
South,Phone,5G,Premium,Existing,0,0,0,1,0,99.54275423922593,0,1
North,Phone,DSL,Standard,Existing,1,1,1,1,0,164.51210759537284,1,0
West,Store,5G,Premium,New,1,1,1,1,0,40.789077953066624,0,0
